questions_id,questions,num_respondents,options,Clinton_perc,Trump_perc,Others_Unknown_perc,options_perc,state,url
8,Education,1817,College graduate,38,56,6,32,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
8,Education,1817,Postgraduate,54,41,5,15,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
9,Are you a college graduate?,1817,Yes,43,51,6,47,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
9,Are you a college graduate?,1817,No,33,63,4,53,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
10,Education and race,1817,White college graduates,37,57,6,40,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
10,Education and race,1817,Whites no degree,26,69,5,44,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
10,Education and race,1817,Non-whites college grads,75,21,4,7,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
10,Education and race,1817,Non-whites no degree,62,34,4,10,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
11,Education among whites by sex,1817,White college-grad women,39,55,6,21,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
11,Education among whites by sex,1817,White non-college women,30,65,5,22,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
11,Education among whites by sex,1817,White college-grad men,34,60,6,19,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
11,Education among whites by sex,1817,White non-college men,22,73,5,21,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
11,Education among whites by sex,1817,Non-whites,68,28,4,17,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
12,Income,1817,"Under $30,000",41,49,10,15,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
12,Income,1817,"$30K-$49,999",38,53,9,21,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
12,Income,1817,"$50K-$99,999",33,63,4,35,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
12,Income,1817,"$100K-$199,999",31,63,6,22,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
12,Income,1817,"$200K-$249,999",NA,NA,NA,3,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
12,Income,1817,"$250,000 or more",NA,NA,NA,3,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
13,Income,1817,Under $50K,40,52,8,37,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
13,Income,1817,$50K-$100K,33,63,4,35,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
13,Income,1817,$100K or more,34,62,4,28,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
14,Income,1817,Under $50K,40,52,8,37,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
14,Income,1817,$50K or more,33,62,5,63,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
15,Income,1817,Under $100K,36,57,7,72,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
15,Income,1817,$100K or more,34,62,4,28,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
16,Party ID,1817,Democrats,84,13,3,30,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
16,Party ID,1817,Republicans,6,92,2,42,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
16,Party ID,1817,Independents,36,53,11,28,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
17,Ideology,1817,Liberal,79,15,6,22,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
17,Ideology,1817,Moderate,41,53,6,40,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
17,Ideology,1817,Conservative,10,86,4,38,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
18,Party by gender,1817,Democratic men,85,15,0,12,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
18,Party by gender,1817,Democratic women,84,13,3,18,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
18,Party by gender,1817,Republican men,6,93,1,22,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
18,Party by gender,1817,Republican women,6,91,3,21,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
18,Party by gender,1817,Independent men,34,53,13,16,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
18,Party by gender,1817,Independent women,39,52,9,12,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
19,White born-again or evangelical Christian?,1817,Yes,22,75,3,39,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
19,White born-again or evangelical Christian?,1817,No,50,45,5,61,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
20,Marital status,1817,Married,33,61,6,62,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
20,Marital status,1817,Unmarried,45,49,6,38,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
21,Marital status by gender,1817,Married men,29,65,6,31,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
21,Marital status by gender,1817,Married women,37,57,6,32,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
21,Marital status by gender,1817,Unmarried men,41,54,5,16,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
21,Marital status by gender,1817,Unmarried women,48,45,7,21,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
22,When did you decide presidential vote?,1817,Last few days,33,49,18,15,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
22,When did you decide presidential vote?,1817,Last week,NA,NA,NA,6,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
22,When did you decide presidential vote?,1817,In October,NA,NA,NA,7,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
22,When did you decide presidential vote?,1817,In September,NA,NA,NA,7,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
22,When did you decide presidential vote?,1817,Before September,37,60,3,63,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
23,When did you decide presidential vote?,1817,In the last week,36,51,13,21,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
23,When did you decide presidential vote?,1817,Before that,35,61,4,78,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
24,When did you decide presidential vote?,1817,In the last month,34,53,13,29,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
24,When did you decide presidential vote?,1817,Before that,35,61,4,71,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
25,Opinion of presidential candidate you voted for,1817,Strongly favor ,36,61,3,45,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
25,Opinion of presidential candidate you voted for,1817,Have reservations,41,55,4,32,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
25,Opinion of presidential candidate you voted for,1817,Dislike opponents,36,56,8,21,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
26,Most important issue facing the country,1817,Foreign policy,45,48,7,13,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
26,Most important issue facing the country,1817,Immigration,NA,NA,NA,13,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
26,Most important issue facing the country,1817,Economy,38,54,8,54,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
26,Most important issue facing the country,1817,Terrorism,28,68,4,17,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
27,Which candidate quality mattered most?,1817,Cares about me,52,45,3,20,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
27,Which candidate quality mattered most?,1817,Can bring change,10,84,6,49,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
27,Which candidate quality mattered most?,1817,Right experience,82,12,6,14,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
27,Which candidate quality mattered most?,1817,Good judgment,54,34,12,15,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
28,Illegal immigrants working in the U.S. should be:,1817,Offered legal status,50,45,5,67,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
28,Illegal immigrants working in the U.S. should be:,1817,Deported to home country,13,84,3,30,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
29,How do things work in the U.S. today?,1817,Whites are favored,73,22,5,29,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
29,How do things work in the U.S. today?,1817,Minorities are favored,15,82,3,35,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
29,How do things work in the U.S. today?,1817,No group is favored,32,62,6,33,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
30,Feelings about the federal government,1817,Enthusiastic,NA,NA,NA,4,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
30,Feelings about the federal government,1817,Satisfied,70,29,1,24,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
30,Feelings about the federal government,1817,Dissatisfied,32,63,5,49,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
30,Feelings about the federal government,1817,Angry,10,84,6,20,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
31,Feelings about the federal government,1817,Enthusiastic/Satisfied,71,28,1,28,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
31,Feelings about the federal government,1817,Dissatisfied/Angry,26,69,5,70,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
32,Opinion of Barack Obama as president,1817,Strongly approve,88,6,6,22,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
32,Opinion of Barack Obama as president,1817,Somewhat approve,61,20,19,20,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
32,Opinion of Barack Obama as president,1817,Somewhat disapprove,13,81,6,14,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
32,Opinion of Barack Obama as president,1817,Strongly disapprove,3,95,2,44,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
33,Opinion of Barack Obama as president,1817,Approve,75,13,12,42,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
33,Opinion of Barack Obama as president,1817,Disapprove,5,92,3,57,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
34,Opinion of Hillary Clinton,1817,Favorable,96,2,2,28,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
34,Opinion of Hillary Clinton,1817,Unfavorable,11,81,8,71,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
35,Opinion of Donald Trump,1817,Favorable,6,94,0,46,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
35,Opinion of Donald Trump,1817,Unfavorable,61,27,12,52,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
36,Opinion of Clinton and Trump,1817,Both favorable,NA,NA,NA,1,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
36,Opinion of Clinton and Trump,1817,Only Clinton favorable,98,1,1,26,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
36,Opinion of Clinton and Trump,1817,Only Trump favorable,4,96,0,45,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
36,Opinion of Clinton and Trump,1817,Both unfavorable,22,54,24,26,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
37,Opinion of Mike Pence,1817,Favorable,7,89,4,57,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
37,Opinion of Mike Pence,1817,Unfavorable,70,20,10,41,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
38,Is Hillary Clinton honest and trustworthy?,1817,Yes,92,8,0,27,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
38,Is Hillary Clinton honest and trustworthy?,1817,No,18,77,5,72,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
39,Is Donald Trump honest and trustworthy?,1817,Yes,7,93,0,42,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
39,Is Donald Trump honest and trustworthy?,1817,No,63,30,7,56,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
40,Which candidate is honest?,1817,Both are,NA,NA,NA,4,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
40,Which candidate is honest?,1817,Only Clinton is,99,1,0,23,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
40,Which candidate is honest?,1817,Only Trump is,2,98,0,38,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
40,Which candidate is honest?,1817,Neither is,37,51,12,33,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
41,Is Clinton qualified to serve as president?,1817,Yes,85,7,8,37,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
41,Is Clinton qualified to serve as president?,1817,No,4,90,6,63,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
42,Is Trump qualified to serve as president?,1817,Yes,4,96,0,50,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
42,Is Trump qualified to serve as president?,1817,No,65,22,13,49,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
