"office","state","jurisdiction","fipscode","clinton","trump","johnson","stein","other","totalvotes","dem.two.party"
"President","NC","PERSON",3714500000,7833,11185,419,36,142,19615,0.41187296245662
"President","NC","PITT",3714700000,41824,35691,2162,170,680,80527,0.539560085144811
"President","NC","POLK",3714900000,3735,6768,272,52,107,10934,0.355612682090831
"President","NC","RANDOLPH",3715100000,13194,49430,1403,102,446,64575,0.210685998978028
"President","NC","RICHMOND",3715300000,8501,10383,333,24,87,19328,0.450169455623809
"President","NC","ROBESON",3715500000,19016,20762,803,25,252,40858,0.478053195233546
"President","NC","ROCKINGHAM",3715700000,14228,26830,871,55,294,42278,0.346534171172488
"President","NC","ROWAN",3715900000,19400,42810,1517,78,564,64369,0.311846969940524
"President","NC","RUTHERFORD",3716100000,7515,21869,624,39,261,30308,0.255751429349306
"President","NC","SAMPSON",3716300000,10547,14838,393,0,150,25928,0.41548158361237
"President","NC","SCOTLAND",3716500000,7319,6256,254,26,73,13928,0.53915285451197
"President","NC","STANLY",3716700000,7094,21964,664,26,169,29917,0.244132424805561
"President","NC","STOKES",3716900000,4665,17116,571,25,173,22550,0.214177494146274
"President","NC","SURRY",3717100000,7488,23671,739,48,250,32196,0.24031579960846
"President","NC","SWAIN",3717300000,2196,3566,240,29,92,6123,0.381117667476571
"President","NC","TRANSYLVANIA",3717500000,6558,10520,489,82,220,17869,0.384002810633564
"President","NC","TYRRELL",3717700000,720,975,28,5,11,1739,0.424778761061947
"President","NC","UNION",3717900000,34335,66705,3327,163,1176,105706,0.339815914489311
"President","NC","VANCE",3718100000,12229,7332,294,25,97,19977,0.62517253719135
"President","NC","WAKE",3718300000,302727,196080,19460,1740,7605,527612,0.606902068335047
"President","NC","WARREN",3718500000,6419,3215,147,0,69,9850,0.666286070168154
"President","NC","WASHINGTON",3718700000,3509,2564,65,1,25,6164,0.577803392063231
"President","NC","WATAUGA",3718900000,14138,13697,1336,275,539,29985,0.507921681336447
"President","NC","WAYNE",3719100000,21769,27540,963,33,383,50688,0.441481271167535
"President","NC","WILKES",3719300000,6638,23752,647,31,228,31296,0.218427114182297
"President","NC","WILSON",3719500000,19663,17531,667,18,256,38135,0.528660536645696
"President","NC","YADKIN",3719700000,3160,13880,398,34,152,17624,0.185446009389671
"President","NC","YANCEY",3719900000,3196,6385,261,41,77,9960,0.333576870890304
"President","ND","Adams",3800100000,216,909,65,8,20,1218,0.192
"President","ND","Barnes",3800300000,1597,3160,407,47,133,5344,0.335715787260879
"President","ND","Benson",3800500000,842,929,112,41,87,2011,0.475437605872388
"President","ND","Billings",3800700000,59,495,33,4,14,605,0.106498194945848
"President","ND","Bottineau",3800900000,736,2494,177,30,57,3494,0.227863777089783
"President","ND","Bowman",3801100000,227,1446,79,13,22,1787,0.135684399282726
"President","ND","Burke",3801300000,119,895,26,5,7,1052,0.117357001972387
"President","ND","Burleigh",3801500000,10881,32532,2722,480,1364,47979,0.25063920945339
"President","ND","Cass",3801700000,31361,39816,6085,1209,2350,80821,0.440605813675766
"President","ND","Cavalier",3801900000,476,1357,110,19,44,2006,0.259683578832515
"President","ND","Dickey",3802100000,554,1667,123,23,40,2407,0.24943719045475
"President","ND","Divide",3802300000,245,867,71,9,27,1219,0.220323741007194
"President","ND","Dunn",3802500000,358,1771,60,14,40,2243,0.168154062940348
"President","ND","Eddy",3802700000,355,791,53,15,17,1231,0.30977312390925
"President","ND","Emmons",3802900000,215,1677,52,10,27,1981,0.113636363636364
"President","ND","Foster",3803100000,347,1241,96,10,25,1719,0.218513853904282
"President","ND","Golden Valley",3803300000,99,796,40,4,18,957,0.110614525139665
"President","ND","Grand Forks",3803500000,10851,16340,2004,383,787,30365,0.39906586738259
"President","ND","Grant",3803700000,185,1108,65,7,16,1381,0.1430781129157
"President","ND","Griggs",3803900000,298,847,93,6,21,1265,0.260262008733624
"President","ND","Hettinger",3804100000,168,1050,46,5,27,1296,0.137931034482759
"President","ND","Kidder",3804300000,179,1111,64,7,15,1376,0.138759689922481
"President","ND","LaMoure",3804500000,502,1481,109,13,46,2151,0.253151790216843
"President","ND","Logan",3804700000,114,888,38,5,22,1067,0.11377245508982
"President","ND","McHenry",3804900000,490,2050,189,20,71,2820,0.192913385826772
"President","ND","McIntosh",3805100000,235,1100,71,10,30,1446,0.176029962546816
"President","ND","McKenzie",3805300000,698,3670,172,35,97,4672,0.159798534798535
"President","ND","McLean",3805500000,1081,3860,256,29,89,5315,0.218781623153208
"President","ND","Mercer",3805700000,621,3759,190,21,91,4682,0.141780821917808
"President","ND","Morton",3805900000,3080,11336,914,141,361,15832,0.213651498335183
"President","ND","Mountrail",3806100000,1220,2582,166,56,82,4106,0.320883745397159
"President","ND","Nelson",3806300000,536,1025,114,11,31,1717,0.343369634849455
"President","ND","Oliver",3806500000,119,830,47,3,18,1017,0.125395152792413
"President","ND","Pembina",3806700000,681,2208,167,28,69,3153,0.235721703011423
"President","ND","Pierce",3806900000,431,1437,132,9,62,2071,0.230728051391863
"President","ND","Ramsey",3807100000,1505,3217,405,44,134,5305,0.318720880982634
"President","ND","Ransom",3807300000,838,1210,247,22,42,2359,0.4091796875
"President","ND","Renville",3807500000,201,993,71,4,24,1293,0.168341708542714
"President","ND","Richland",3807700000,2064,4767,493,76,192,7592,0.302151954325867
"President","ND","Rolette",3807900000,2099,1217,156,175,108,3755,0.632991556091677
"President","ND","Sargent",3808100000,694,1088,167,18,30,1997,0.389450056116723
"President","ND","Sheridan",3808300000,95,650,29,1,12,787,0.12751677852349
"President","ND","Sioux",3808500000,758,260,25,128,61,1232,0.744597249508841
"President","ND","Slope",3808700000,43,362,19,3,3,430,0.106172839506173
"President","ND","Stark",3808900000,1753,9755,526,60,228,12322,0.152328814737574
"President","ND","Steele",3809100000,361,538,75,6,19,999,0.401557285873192
"President","ND","Stutsman",3809300000,2498,6718,574,109,256,10155,0.271050347222222
"President","ND","Towner",3809500000,305,733,90,7,22,1157,0.29383429672447
"President","ND","Traill",3809700000,1241,2265,292,35,100,3933,0.353964632059327
"President","ND","Walsh",3809900000,1167,2995,330,32,112,4636,0.280394041326285
"President","ND","Ward",3810100000,5806,18636,2055,242,673,27412,0.237541936011783
"President","ND","Wells",3810300000,419,1796,101,14,53,2383,0.189164785553047
"President","ND","Williams",3810500000,1735,10069,631,74,298,12807,0.146984073195527
"President","NE","Adams",3100100000,3302,9287,594,111,219,13513,0.262292477559774
"President","NE","Antelope",3100300000,383,2732,105,19,42,3281,0.122953451043339
"President","NE","Arthur",3100500000,17,244,11,0,1,273,0.0651340996168582
"President","NE","Banner",3100700000,19,357,14,3,9,402,0.050531914893617
"President","NE","Blaine",3100900000,30,276,10,0,1,317,0.0980392156862745
"President","NE","Boone",3101100000,414,2299,137,17,38,2905,0.152598599336528
"President","NE","Box Butte",3101300000,965,3617,230,36,76,4924,0.210606721955478
"President","NE","Boyd",3101500000,128,983,23,13,9,1156,0.115211521152115
"President","NE","Brown",3101700000,153,1385,39,7,13,1597,0.099479843953186
"President","NE","Buffalo",3101900000,4763,14569,1174,227,396,21129,0.246379060624871
"President","NE","Burt",3102100000,930,2367,197,39,25,3558,0.282074613284804
"President","NE","Butler",3102300000,691,3079,129,27,55,3981,0.183289124668435
"President","NE","Cass",3102500000,3484,8452,639,132,226,12933,0.291890080428954
"President","NE","Cedar",3102700000,571,3532,224,31,62,4420,0.139166463563246
"President","NE","Chase",3102900000,171,1648,54,6,19,1898,0.0940076965365585
"President","NE","Cherry",3103100000,317,2623,127,15,36,3118,0.107823129251701
"President","NE","Cheyenne",3103300000,711,3665,213,46,76,4711,0.162477148080439
"President","NE","Clay",3103500000,477,2422,116,15,35,3065,0.164539496378061
"President","NE","Colfax",3103700000,859,2171,118,26,40,3214,0.283498349834984
"President","NE","Cuming",3103900000,719,3122,157,26,50,4074,0.187190835719865
"President","NE","Custer",3104100000,641,4695,206,37,73,5652,0.120127436281859
"President","NE","Dakota",3104300000,2314,3616,229,50,70,6279,0.390219224283305
"President","NE","Dawes",3104500000,801,2632,191,52,0,3676,0.233323623652782
"President","NE","Dawson",3104700000,2136,5984,381,58,76,8635,0.263054187192118
"President","NE","Deuel",3104900000,120,809,47,1,7,984,0.129171151776103
"President","NE","Dixon",3105100000,556,2041,130,17,38,2782,0.214093184443589
"President","NE","Dodge",3105300000,4544,9933,624,162,266,15529,0.313877184499551
"President","NE","Douglas",3105500000,113798,108077,10402,2882,5274,240433,0.512892394366197
"President","NE","Dundy",3105700000,89,823,31,6,4,953,0.0975877192982456
"President","NE","Fillmore",3105900000,613,2130,151,21,26,2941,0.223477943857091
"President","NE","Franklin",3106100000,250,1347,54,7,15,1673,0.156543519098309
"President","NE","Frontier",3106300000,161,1110,36,8,13,1328,0.126671911880409
"President","NE","Furnas",3106500000,304,1921,85,11,19,2340,0.136629213483146
"President","NE","Gage",3106700000,2935,6380,492,104,137,10048,0.31508319914117
"President","NE","Garden",3106900000,153,869,39,2,12,1075,0.149706457925636
"President","NE","Garfield",3107100000,121,821,23,5,10,980,0.128450106157113
"President","NE","Gosper",3107300000,166,794,38,6,6,1010,0.172916666666667
"President","NE","Grant",3107500000,20,367,6,1,11,405,0.0516795865633075
"President","NE","Greeley",3107700000,210,912,38,6,9,1175,0.18716577540107
"President","NE","Hall",3107900000,6282,14408,895,192,283,22060,0.30362493958434
"President","NE","Hamilton",3108100000,878,3783,224,43,76,5004,0.188371594078524
"President","NE","Harlan",3108300000,254,1496,62,7,13,1832,0.145142857142857
"President","NE","Hayes",3108500000,30,472,8,1,3,514,0.0597609561752988
"President","NE","Hitchcock",3108700000,161,1232,61,7,7,1468,0.115577889447236
"President","NE","Holt",3108900000,531,4354,162,27,44,5118,0.108700102354145
"President","NE","Hooker",3109100000,40,355,16,3,3,417,0.10126582278481
"President","NE","Howard",3109300000,544,2284,108,22,36,2994,0.192362093352192
"President","NE","Jefferson",3109500000,837,2399,182,30,46,3494,0.258652657601978
"President","NE","Johnson",3109700000,563,1355,122,22,27,2089,0.293534932221064
"President","NE","Kearney",3109900000,550,2531,148,26,41,3296,0.17851346965271
"President","NE","Keith",3110100000,571,3235,164,25,39,4034,0.150026274303731
"President","NE","Keya Paha",3110300000,40,460,17,0,2,519,0.08
"President","NE","Kimball",3110500000,230,1330,78,18,21,1677,0.147435897435897
"President","NE","Knox",3110700000,720,3188,137,29,41,4115,0.184237461617196
"President","NE","Lancaster",3110900000,61898,61588,7109,1974,3654,136223,0.501255203018966
"President","NE","Lincoln",3111100000,2913,12164,711,107,236,16131,0.193208197917358
"President","NE","Logan",3111300000,32,400,18,1,2,453,0.0740740740740741
"President","NE","Loup",3111500000,48,323,10,1,3,385,0.129380053908356
"President","NE","Madison",3111900000,2711,10628,669,126,209,14343,0.203238623584976
"President","NE","McPherson",3111700000,14,257,14,1,1,287,0.0516605166051661
"President","NE","Merrick",3112100000,602,2926,165,29,66,3788,0.170634920634921
"President","NE","Morrill",3112300000,284,1802,84,14,25,2209,0.13614573346117
"President","NE","Nance",3112500000,281,1261,48,14,17,1621,0.182230869001297
"President","NE","Nemaha",3112700000,785,2116,180,27,53,3161,0.270596346087556
"President","NE","Nuckolls",3112900000,353,1726,88,20,18,2205,0.16979316979317
"President","NE","Otoe",3113100000,2025,4860,375,58,139,7457,0.294117647058824
"President","NE","Pawnee",3113300000,279,974,55,10,9,1327,0.222665602553871
"President","NE","Perkins",3113500000,161,1217,54,5,18,1455,0.116835994194485
"President","NE","Phelps",3113700000,572,3849,190,18,66,4695,0.129382492648722
"President","NE","Pierce",3113900000,382,3052,125,21,50,3630,0.111240535818288
"President","NE","Platte",3114100000,2646,10965,495,86,241,14433,0.19440158695173
"President","NE","Polk",3114300000,413,2028,102,6,33,2582,0.169192953707497
"President","NE","Red Willow",3114500000,645,4258,191,26,50,5170,0.131552110952478
"President","NE","Richardson",3114700000,818,2769,159,27,32,3805,0.228045720657931
"President","NE","Rock",3114900000,70,687,33,4,4,798,0.0924702774108322
"President","NE","Saline",3115100000,1733,3004,284,52,63,5136,0.365843360776863
"President","NE","Sarpy",3115300000,28033,45143,4682,836,1886,80580,0.383090084180606
"President","NE","Saunders",3115500000,2523,7555,515,97,170,10860,0.250347291129192
"President","NE","Scotts Bluff",3115700000,3207,10076,683,126,225,14317,0.241436422494918
"President","NE","Seward",3115900000,1875,5454,337,84,172,7922,0.255832992222677
"President","NE","Sheridan",3116100000,287,2211,70,18,22,2608,0.114891913530825
"President","NE","Sherman",3116300000,340,1150,59,13,11,1573,0.228187919463087
"President","NE","Sioux",3116500000,81,616,28,4,7,736,0.116212338593974
"President","NE","Stanton",3116700000,417,2187,144,14,39,2801,0.160138248847926
"President","NE","Thayer",3116900000,499,2051,124,10,6,2690,0.195686274509804
"President","NE","Thomas",3117100000,30,344,10,3,6,393,0.0802139037433155
"President","NE","Thurston",3117300000,919,1043,56,49,21,2088,0.468399592252803
"President","NE","Valley",3117500000,339,1780,53,12,21,2205,0.159981123171307
"President","NE","Washington",3117700000,2623,7424,513,97,175,10832,0.261072957101622
"President","NE","Wayne",3117900000,835,2693,202,35,11,3776,0.236678004535147
"President","NE","Webster",3118100000,306,1330,51,10,11,1708,0.187041564792176
"President","NE","Wheeler",3118300000,62,377,17,4,5,465,0.14123006833713
"President","NE","York",3118500000,1186,4700,345,52,98,6381,0.201495073054706
"President","NH","Acworth",3301900260,274,240,10,17,11,552,0.533073929961089
"President","NH","Albany",3300300420,195,182,13,7,2,399,0.517241379310345
"President","NH","Alexandria",3300900580,343,546,42,10,0,941,0.385826771653543
"President","NH","Allenstown",3301300660,874,1203,97,17,0,2191,0.420799229658161
"President","NH","Alstead",3300500820,522,444,37,20,1,1024,0.540372670807453
"President","NH","Alton",3300101060,1152,2201,115,24,2,3494,0.343572919773337
"President","NH","Amherst",3301101300,3777,3271,252,47,4,7351,0.535896708286039
"President","NH","Andover",3301301460,703,673,49,7,2,1434,0.510901162790698
"President","NH","Antrim",3301101700,668,748,71,13,12,1512,0.471751412429379
"President","NH","Ashland",3300902020,504,520,47,11,1,1083,0.4921875
"President","NH","Atkinson",3301502340,1671,2595,159,31,4,4460,0.391701828410689
"President","NH","Auburn",3301502820,1307,2031,145,22,3,3508,0.391551827441582
"President","NH","Barnstead",3300103220,924,1520,125,20,0,2589,0.378068739770867
"President","NH","Barrington",3301703460,2375,2469,309,65,4,5222,0.490297274979356
"President","NH","Bartlett",3300303700,1094,730,84,21,0,1929,0.599780701754386
"President","NH","Bath",3300903940,211,292,27,5,0,535,0.41948310139165
"President","NH","Bedford",3301104500,5851,6816,536,58,6,13267,0.461908897134286
"President","NH","Belmont",3300104740,1272,2192,158,28,7,3657,0.367205542725173
"President","NH","Bennington",3301104900,327,422,41,8,2,800,0.436582109479306
"President","NH","Benton",3300905060,72,105,6,5,0,188,0.406779661016949
"President","NH","Berlin",3300705140,1954,1766,156,34,7,3917,0.525268817204301
"President","NH","Bethlehem",3300905460,796,573,48,24,0,1441,0.581446311176041
"President","NH","Boscawen",3301306260,833,929,83,16,0,1861,0.472758229284904
"President","NH","Bow",3301306500,2570,2119,218,28,2,4937,0.54809127745788
"President","NH","Bradford",3301306980,442,485,41,15,0,983,0.47680690399137
"President","NH","Brentwood",3301507220,1145,1267,121,19,3,2555,0.474709784411277
"President","NH","Bridgewater",3300907540,267,423,24,4,0,718,0.38695652173913
"President","NH","Bristol",3300907700,626,900,74,21,4,1625,0.410222804718218
"President","NH","Brookfield",3300307940,156,262,25,3,1,447,0.373205741626794
"President","NH","Brookline",3301108100,1417,1501,170,32,3,3123,0.485606579849212
"President","NH","Cambridge",3300708420,1,1,0,0,0,2,0.5
